NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2,10061E+11;2023;4;F;1;1;1;1;2;1;;0;;;;;;;;2925501;Prado;29;BA;1;1;1;1;1222;1191;1201;1212;427.2;565.7;492.5;427.5;AADEECAAABBBEACBCCABEEABADBABECAEBAAECDCDAABD;DDAECCAEAACBAADECBDAABCEDBDEDCDAECBEAAEDBACDD;BCBDBBEDCADBCED.EEDDDDBECB.BCAECABADEAABEEAAE;BEDBBEBBBADBDCEDECCBCABCBACEDCDEEEDADEECDECEE;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;120;200;120;160;160;760;E;E;C;B;1;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
2,1006E+11;2023;12;F;3;3;1;1;14;1;;0;;;;;;;;1100114;Jaru;11;RO;1;1;1;1;1224;1192;1202;1214;554.4;587.2;631.9;538.6;CEBADEBEEDBEEBADADBCECDDDABAEACCCDDCABEEDBBDE;DBAADEADCBDEBDBCDBEBDEEDECCBBAAAECDBDBBCAABCD;ABAEACBEEEDDAABCACABEAACABAECBBEDBCCCDCDBDDAE;EEDAEDEEEBAECDABDBBCBDEDECBCDCBDCDEACCEAACBDB;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;160;160;140;120;120;700;B;E;F;B;3;C;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;B;A;A;B
2,10059E+11;2023;3;M;1;3;1;1;1;1;;0;;;;;;;;2910800;Feira de Santana;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;F;D;D;3;C;A;C;D;B;B;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;3;F;1;1;1;2;0;2;1;0;;;;;;;;3510500;Caraguatatuba;35;SP;1;1;1;1;1221;1193;1204;1211;423.7;523.3;569.1;406.1;BBACDABCBDDEEBBADCDDAEDBCDBCAAEDADCBECABCADCE;AEAEADBCDBDABDEDCCDABCCACBAECDBCABAECBADBCDBE;CDBAAAABDABDBDCEEAEBBDBCCAADCAEBADCBBEDBACAED;ABCDCBACEDBBABCCBCEACCBDCDEDEBADCBCBCEEDCABBD;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;140;120;120;120;40;540;G;G;D;D;4;H;A;D;D;B;A;B;B;B;A;B;A;A;C;A;A;D;A;B;B
2,1006E+11;2023;1;M;1;1;1;3;0;1;;1;;;;;;;;2607208;Ipojuca;26;PE;1;1;1;1;1224;1192;1202;1214;429.6;541.2;512;499.9;EDCACAEACCBDEDCBEDCDDDCBBDCDCABCEADDCECDBECEE;DDABDEACCBEDDADAACCBDEECEECABDACBCBBECADDABCD;BBAAACAEAEDEEDEEDDAABCCDBAABCCBBBBCDABBDDDCEC;EEACADDEECEACDBDDACBABDEBABBCDDCBEEBCCDDBDDBB;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;140;200;140;160;120;760;E;G;B;D;2;F;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
2,1006E+11;2023;14;M;2;2;1;1;0;1;;0;;;;;;;;3205309;Vitória;32;ES;1;1;1;1;1221;1193;1204;1211;476.5;472.1;451.2;396.9;BBDCEBEABCDECBDCDBCCEEDBACADAAEABCCDCCEEABEED;CBAEECAACCEAADAACDAADEACCEACDADABAEDDEEDCBBAD;ECECEDABECAABAAACADABDABCCADEBAAAEBCCDBBEBAED;BCEACACEDCECDEDDCCEEAAECCADCECDDBCAEDBCEBDDCD;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;120;120;120;120;0;480;A;C;A;A;3;C;A;C;C;A;A;B;A;B;A;B;A;B;B;A;A;C;A;A;B
2,10059E+11;2023;12;M;1;0;1;1;13;1;;0;;;;;;;;3549904;São José dos Campos;35;SP;1;1;1;1;1223;1194;1203;1213;365.8;360.2;403.4;332.5;DEAAECBCDCEBEDECDDBBADBEEBEEABDCBCACDDEECEDBD;DBEBCDABCCDEDECCEBDADBADEBDAECBCEBACCACECDABC;CBCBABEDCEECABEEBACDBAEDECBEEDBECACAEECDECAEB;DADDCCAEEBDCDDCEADEDDBEECDADDBEACDACDEBEAEDCA;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;100;80;80;100;20;380;A;B;B;B;4;B;A;C;D;B;A;B;B;A;A;B;A;B;C;B;B;E;A;B;B
2,1006E+11;2023;13;M;1;2;1;1;17;1;;0;;;;;;;;2507507;João Pessoa;25;PB;1;1;1;1;1224;1192;1202;1214;509.1;563.7;440.4;436.3;AAAAAACEBDBEBCBEEECCCAACDDDBBBDDDEEEEEEECCABB;DBAADEADCDCABDDABEDBCEBBACCAAAACDCACECCDADBDD;ABADCCBEDEABBBBDCAAACABDDDACDBDDDAEBBACBEBBBA;EDCBCAECCCCBDDDDDBBBBCBCDDDAAAAABBBBCCCCCCBCD;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;120;100;80;100;40;440;B;E;C;B;6;G;A;C;C;B;A;B;A;B;A;B;A;B;C;B;B;E;A;C;B
2,10058E+11;2023;3;F;1;1;1;1;1;1;;0;;;;;;;;2507507;João Pessoa;25;PB;1;1;1;1;1222;1191;1201;1212;542;546.4;533.5;444.8;CECADADACECEBCADBEDEDEDDCDEAEECDDBDEEACBEBDBA;DEAADBACACEEAADECADBEBCDCEBADCDEEAADCCBBDBBDB;BDDBBAEAAEBCCDBAEDDEDABACBDCAACDAAAACADCBEAAE;CCDDBEBADDBCDBDCDACCDECACBCEABBEDDDBCDBEAECEC;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;140;140;100;120;100;600;C;G;C;A;4;C;A;C;C;A;B;B;B;B;A;A;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;3;F;1;1;1;2;0;2;1;0;4316006;Rolante;43;RS;1;1;1;4314050;Parobé;43;RS;1;1;1;1;1222;1191;1201;1212;443.9;500.8;512.7;409.1;ABBBDBEDECAAECCDAEDECACDEADCADABDBDDCBBDBDABC;CDEABCDECAEDAADEAACAABBDBCBCDBDECEAAAECBBBEBD;EAEBACBCAEDAABBCACDEBDAEDCBDCBEEABADCACCBEAAD;EBDDCBACCBEADBDCBECBCABDCBDACBDBCBCDEEAEBDCCD;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;120;200;120;140;140;720;H;G;F;D;1;B;A;B;B;A;A;B;B;A;A;A;A;A;A;A;A;A;A;A;B
2,10058E+11;2023;5;M;1;3;1;1;3;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;1221;1193;1204;1211;424.3;458;306.4;498.9;ABAEBAEAABCEDBEECBACDBACAABCCBBCBCACCBEBABCAB;DBDAACBDBCACACEBADABEACBDBCBDBDBCBDCADBDBCDBD;CEBCBBCBDBECAABDEBDADBCDBADACDABEBCBDCAEDBCDA;DEBDCCAEBBCBDADBDBAEBDBCDBADEBCBDBCDEBEBCDECC;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;120;200;140;120;140;720;D;D;B;B;3;B;B;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;11;F;1;3;1;1;7;1;;0;;;;;;;;1501402;Belém;15;PA;1;1;1;1;1222;1191;1201;1212;510.6;548.8;456.5;380.6;CAACADACDEDCBEADDBEAEDAACDEABBEAABEBEDCAEBAAB;BDCEEABDACCEAADEAACEABCDEDBADCEEBAADBCDDDABDA;ABDEACDAAEDCCEBDEDABDEDDABDDECCBEBDECDEBEECAB;BDCABDADADCCEDACCCA.DDCBBAADBAACEDBADDEABDAEA;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;100;120;120;120;100;560;A;E;B;B;3;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;3;F;1;3;1;2;0;2;;0;5208707;Goiânia;52;GO;2;1;1;5208707;Goiânia;52;GO;0;1;1;0;;1198;1208;;;362.3;432.8;;;DBEADAEACADEBDCBEADCDBCEDBDAEACADBACABEDBADCE;AECBEAAECAEBCABDECACBEDCBDADBDDBACADBEBDBCCEB;;1;;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;;1;80;120;120;120;40;480;D;B;C;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;8;M;1;3;1;1;5;1;;0;;;;;;;;2611101;Petrolina;26;PE;1;1;1;1;1222;1191;1201;1212;526.6;536.3;548.3;438.5;EACACDCBDBBCCACDCABADCCACBDABEAAEBEEADCCABDBB;CDCACCABADABACDECACAABCCAADABCBBEAACBEADCABDA;BCAABDECEADACDBADADEDDDEBABABAABBDBBCAABCEAAB;CDACBBACDABCCCADCCDBADBACDBCAECABDBADDACBDAEB;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;120;160;120;120;80;600;H;B;C;A;5;B;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10061E+11;2023;3;F;1;1;1;1;1;1;;0;;;;;;;;3510500;Caraguatatuba;35;SP;0;1;1;0;;1193;1204;;;581.6;562.5;;;AEECEACBDCBAADDEBCBABBDCCDABDAAEBDDCDBDDDCDAE;ACDCDBBCCACDCDAADADBADBCECDCCAEAADDDBEDAACEED;;1;;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;;1;140;160;160;160;140;760;C;F;C;D;3;E;A;C;D;B;A;B;B;B;A;A;A;B;D;A;A;E;B;B;B
2,1006E+11;2023;3;M;1;3;1;2;0;2;1;0;2304400;Fortaleza;23;CE;2;1;1;2304400;Fortaleza;23;CE;1;1;1;1;1223;1194;1203;1213;440.1;376;422.7;345;BCDADEBBACDDBDBBCDCBBDDDACACBEBCEAECECAACEDBE;ACDCCDBACBBBCABDCCCBDBDBCDDBADBDABCBCEBECCBBB;CCAADCAEABBECCEBCCCDEDCBDBBCDEBCCDBBECDCCBCDC;CEBDDCCDDADCBCEBECDCAECCABADECAEDBACDBDECDDAE;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;60;180;100;80;80;500;H;H;F;F;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10059E+11;2023;3;F;1;1;1;2;0;2;1;0;;;;;;;;4312401;Montenegro;43;RS;1;1;1;1;1223;1194;1203;1213;386.1;521.1;564.7;535.2;DDCDBABAEEAECCEDBAAEBDCEECAECBDBCDCEACDEBDEEB;ABADCADADDCADCECCDEADAEEADBCACACBDCDEABCBBADE;CDBDAEAEBCBEAEEABABCACCBACDBEDEBADDDBAEBDACCC;ECBCEADDDEDACCBCDCABAEDECDEDDDCBBAEDCADCDEDBB;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;140;200;120;120;140;720;E;G;D;D;3;I;A;C;D;B;A;B;B;C;B;B;A;B;C;A;B;D;A;D;B
2,1006E+11;2023;4;F;1;2;1;1;1;1;;0;;;;;;;;3300407;Barra Mansa;33;RJ;1;1;1;1;1222;1191;1201;1212;475.8;550.3;515.9;381.3;DADEDEBBBACBCEADDAEBCDEACBBAEDDCEBDAECBADECBA;CABEDAABAACEDBDECBDDABCDEABEDCBEE.ACDAAECBDDE;BEEABDECAEDCEBBDBDECDCAAEDACAADCABDCDABCBDCAB;CDBECCADEBAADDEACEADBDBDCCEABEDADBCEADCAAEBCE;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;160;200;140;160;160;820;C;E;C;B;2;B;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;C;A;B;B
2,10058E+11;2023;14;M;1;3;1;1;17;1;;0;;;;;;;;1500800;Ananindeua;15;PA;1;1;1;1;1223;1194;1203;1213;514.8;525.3;491.9;397.8;CDECEDEAACCDADABACCABDCAEECDDCDAAEAAACDDBEBEA;ABCDAEDDEDAACCCCCADBDDDAACCBABDBCBCEDADCBAAEA;BADBCCAEABBBDADDDEACAEBBAACDEDEBCBEDBBADEBEEC;DEEDCAEACCCBCABBDBDBBCADCCAAADBACDCCDBBABABAA;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;120;40;40;120;40;360;B;D;D;D;2;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;B;B;B
2,1006E+11;2023;2;M;1;3;1;2;0;2;1;0;1600600;Santana;16;AP;2;1;1;1600600;Santana;16;AP;1;1;1;1;1222;1191;1201;1212;502.2;516.9;474.3;590.9;AADBCCEBCACCBEDEAEECEEADEADADBCBEBDECCEACCEBB;CDEEBBCECABEAADDABCEDBCDCEBCDCBADEBEACACBADDB;BCEDDCAAEABCBBBCBCEBDCEDBBABBBEBBCACEAECBDCAE;CDECBCECEEACDCCBBCBCBDDBBABACDCCDEDDEEADBDBEB;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;160;180;160;160;160;820;B;G;C;D;4;H;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,1006E+11;2023;7;M;1;1;1;1;5;1;;0;;;;;;;;3515509;Fernandópolis;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;C;B;B;4;B;A;B;C;A;A;B;A;B;B;B;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;4;F;1;3;1;1;1;1;;0;;;;;;;;1505536;Parauapebas;15;PA;1;1;1;1;1221;1193;1204;1211;477.9;605.8;541;461.9;DBDCADECDBCACDBCEBACAECAEBCACEEEBACCCCDACCAAE;ACEEBDACDCDAADEABCCADCDCEBCADADBBECCDBDDBCDAD;DBABCBBBDACDDAAACAEADCDCBEECCBEDAEACBEAAECAEB;ADBCBBDEAADDCDDBBCEBBDDCBADDDCBCCDAAEBCEDBBCC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;160;200;180;180;200;920;D;E;C;B;4;D;A;B;C;B;A;B;B;B;A;A;A;A;B;A;B;C;A;A;B
2,1006E+11;2023;2;M;1;3;1;2;0;2;1;0;1600600;Santana;16;AP;2;1;1;1600600;Santana;16;AP;1;1;1;1;1223;1194;1203;1213;522.6;681.3;592.9;566.4;CBADBAEADCBAAEDEABDABDCDBDCECABAEBEBDCADBEBDC;ABCDCADACDAEACEECABADBEADADEBDABCECEDADCDAADE;CABBDAAEDBBEBACAAACEACEBDCCAEDEDBDEDBAEDDBCCA;EEDBEACBADDAECADBDABDDCBDDBEAEBAACDCEEBBDCDAE;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;160;180;160;160;180;840;E;E;C;B;5;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;11;M;1;1;1;1;9;1;;0;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;1222;1191;1201;1212;631.8;662.4;584.2;660.1;EEDBCCCECDAAABDBABEBEBEDCADAECAEDBEEDBCABCEEA;CDAEEAABCADEAADECBDAABCDCABCDCDDBBAEBCDDEBCDD;AAECADECAEDBDBBADCDCDCCEBCABEABACEEACBDCBEDAE;DBEEBABCEBACDEACEABBDEDDEDBAACCACCDDDEADADADA;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;160;180;160;160;120;780;C;E;B;C;1;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;B;A;A;A
2,1006E+11;2023;2;F;1;3;1;2;0;2;1;0;2911204;Gandu;29;BA;2;1;1;2911204;Gandu;29;BA;1;1;1;1;1222;1191;1201;1212;444.4;577.4;554.1;532.5;DEDAEDDEBEBBEACBCBEECAEBEDBACDEDDBDBDCEAABDBC;CAA*AAAEDACEAEDECBDBABCACABABBBEBCADBCDDBBADA;BCBEACACAEDDCCBBDDDEDCDEBEACEAADAAACCACBEDEAE;EDDBCDBCCCEDBBAEEABCBEDDADBCCDBCCCDEEBDDDDBEB;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;160;200;160;160;160;840;E;E;D;F;5;D;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;E;A;A;B
2,10059E+11;2023;4;F;1;3;1;1;2;1;;0;;;;;;;;2111300;São Luís;21;MA;1;1;1;1;1222;1191;1201;1212;530.2;601.1;572.1;494.3;BBDCCEDBACCCBDBBDEEEECACCDBAEECEEBEEBCBAACCAB;CDADCCABAACEAADEABCAABDDCADABCDEEBAEBAADCBCDD;BCEBBCACAEDCCDBBDEDCACCEBEDCAAACACAECACBDEDAE;BEDACBCACADAEBDDDDBBECABBCCDDDBADCBDEEACADBEA;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;120;180;120;120;120;660;H;E;D;C;2;B;A;C;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;6;M;1;3;2;2;0;2;1;0;2304400;Fortaleza;23;CE;2;1;1;2304400;Fortaleza;23;CE;0;1;1;0;;1191;1201;;;339.1;452.3;;;DDBDACECBDA.CEEADCBDEBDAECEBDACDECAEDBEDCBECA;CAECCDEEABDEDDCDEADCBAEECAABBECBBAACCACCBEEDA;;1;;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;;1;120;80;120;120;80;520;D;D;B;B;4;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10058E+11;2023;4;F;1;3;1;1;2;1;;0;;;;;;;;3120904;Curvelo;31;MG;1;1;1;1;1223;1194;1203;1213;579;553.9;543.5;614;CDDACEEEEEABBECDBAEAABEDEDCDBBBEDEEBADDDBEBAB;ABCDCEDDCDAEACEAAABADAACDBEBDECABCDEDEDBDAADE;DEBBACAECCEEAACABBBCACBBACCEEDCAAEDDBABCCEEDC;EEDEEDCADDDECCCCECABCDBBCCEEEBEEECBCABACADCEB;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;140;200;140;160;160;800;B;B;F;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A
2,1006E+11;2023;3;M;1;3;1;1;1;1;;0;;;;;;;;3304524;Rio das Ostras;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;B;4;C;A;B;C;B;A;B;B;B;A;B;A;B;B;A;A;A;A;B;B
2,10058E+11;2023;6;M;1;3;1;2;0;2;1;0;3304557;Rio de Janeiro;33;RJ;1;1;1;3304557;Rio de Janeiro;33;RJ;1;1;1;1;1302;1271;1281;1292;585.4;634.5;692.9;636.8;DDADCBDDDDBCDBBCEAEDEDBAAEACABBBECBCCBDCDEEAE;DEBEBBDABCECCAACBACABAAEDDABCDEEDADEABCACBEBE;DBECACBDDEDAAEEEDAADDCDACBABABADACEBAECDDEBBD;BADCBDADBDCBADABCCAEBDDEADBCDCBBCBAEDCDEAECEC;0;BBCDCDBACCACCDAEEAEACCBAEDDCCBDBEACCCEDDDBEBE;DEBCBBDABCECCBACEACABAADCDABADAEDADEABCACBCBE;DEECAEDECECBDDEDBECEEDAADDCDACBABABADACEBAECDDEBBD;BADDDEADDACBEDCECCCEBDDBEDBAACCAECBAABEEBBDED;1;140;160;180;180;160;820;B;D;B;D;1;B;A;B;B;A;A;B;A;B;A;A;A;A;B;B;A;B;A;B;B
2,10059E+11;2023;9;F;1;1;1;1;6;1;;0;;;;;;;;3506003;Bauru;35;SP;1;1;1;1;1221;1193;1204;1211;543.7;541.8;574.4;637.8;DBCEBDAABBCADBDCDBBEAEBAAACEACECECECDCBCEEEDC;ACECEAADCBDAADECEDAABDDEDBACDABEAAEEDBADBDDDA;ABABEBAECECBEDAACABBADCAEDAECBEEAEBBBEBDABAEB;ADBCEEDEAABDBEABAEACAECCABDEDDCDCDCBCEEDEBCCC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;120;160;120;140;140;680;B;D;A;B;2;E;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
2,10061E+11;2023;11;F;1;3;1;1;7;1;;0;;;;;;;;1600600;Santana;16;AP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;H;B;B;7;B;B;B;D;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
