NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2,10058E+11;2023;3;F;1;2;1;1;1;1;;0;;;;;;;;2929305;São Gonçalo dos Campos;29;BA;1;1;1;1;1224;1192;1202;1214;583.3;657;596.2;700.8;CEBACBBEACBEEBDEADEEABCBDAACACBDCEACBAEEDBBED;DAAADEADCDCCBEBEEDEBBAABAECDBEACDCDAECBAAABCD;BEDDACDEAEDCAEBAACABABACAEAECBBEDDCEADBDCDCAC;CBDAADCEBEDCABDDECCCEABCDDDCBCACCDEBBCDDAEDBC;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;160;200;180;200;180;920;E;E;D;C;4;H;A;D;D;B;B;B;A;B;A;B;A;A;D;B;A;E;A;B;B
2,1006E+11;2023;12;F;2;5;1;1;17;1;;0;;;;;;;;1302603;Manaus;13;AM;1;1;1;1;1222;1191;1201;1212;560.2;488.7;468.7;463.9;EEDACEBACBDDACBCDCDEBACBEADABBEAEBEBECBDEBABC;DEDACBEDEAADAABEEADCAECAE.EBDBD.BAAABEADECCDB;BADBDADCEDDBACBBECDCDEEECBCCDBCBCCCCEBACEEAAE;DBDECDBAEAAADBAACBEEDCCBBDEBACACCDDEDCADADBED;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;120;120;120;120;60;540;B;A;A;B;4;C;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10058E+11;2023;8;F;2;3;1;1;5;1;;0;;;;;;;;2933307;Vitória da Conquista;29;BA;1;1;1;1;1221;1193;1204;1211;551.5;531.4;516.2;448.4;DBEEEDBEBDACCBCCACDCCEDCDBEEEAEBBACDECADCCDEB;AEEEBBAADCDAAEAACCAABEDEABDCDABBADACDDBDACDDD;ABABEBAECBCDEDBCDADBCABBCEACD.EAABBCBEEBABADB;CCDCDEBAACCDDBECDEDDBCDECACDDCCECCDAEBCDACDCE;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;120;160;120;120;100;620;H;B;F;B;4;C;A;B;D;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10059E+11;2023;7;M;1;3;1;1;4;1;;0;;;;;;;;2612505;Santa Cruz do Capibaribe;26;PE;1;1;1;1;1224;1192;1202;1214;448.1;529.2;515.3;596.7;BDCEABDCEEBDACBEBDCBDACDACEBACCDEEBACDDCEEBDA;DAACDEBDCDBAEACCBDECABDBCADBEDBAECDAEBDDACEBD;ECBCDCAEAEDEACCDAECBBACEACABCBBEDBAABDCADEBCD;AACADCDECBDBBEBDDCDAECBDAECDACBCDAEBDAEDBEACA;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;120;120;80;120;20;460;C;G;C;D;6;B;A;C;D;B;A;B;A;A;A;B;A;A;B;A;A;E;A;B;B
2,10061E+11;2023;11;M;1;1;1;1;0;1;;0;;;;;;;;2800308;Aracaju;28;SE;1;1;1;1;1221;1193;1204;1211;584.8;627.1;617.8;470.8;DBEBDCCDDCDECBDCDBDABECDBBBCBAEECDAADCDDAEAAC;CCEEABAADCDAAEEABEEABCDEBACBDADCBAACEBEDBCDAE;CEBADAABDACDEDACCACBADBECDAACCBAABCBBEBACDEEB;BCBCEECDADBEECABECDCCDCDDADBDAEBDBBDCEEABACBD;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;120;120;140;200;140;720;D;B;B;B;2;B;A;B;C;A;A;B;A;B;A;A;A;A;A;A;A;C;A;B;B
2,1006E+11;2023;6;F;1;3;1;1;0;1;;0;;;;;;;;2800308;Aracaju;28;SE;1;1;1;1;1222;1191;1201;1212;457.4;412.6;476.4;355;EEAAEDBCAEBBEDBEDEBDACEACBAAAECBDEDCBBDBDDCBB;CADAACCDACEABDACAACDAECDBADCADCCACADEEAADBADA;BDCACAAAEBDCAABACDCECEEEBBADAABBBDABCABBEBAAA;ACCAECEBAECDDAAACCDADDDEAEADDDACBCEACAECCECCD;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;120;160;140;180;180;780;H;D;C;B;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
2,10061E+11;2023;4;F;1;2;1;1;1;1;;0;;;;;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;D;C;B;2;C;A;B;B;A;A;B;B;B;A;B;A;A;B;A;A;B;B;A;B
2,10059E+11;2023;11;F;1;3;1;1;8;1;;0;;;;;;;;2304202;Crato;23;CE;1;1;1;1;1221;1193;1204;1211;586;577.5;594.1;666;DBEADCABDEDBAEEDBBACCCEDACEDAECBADDCDCEDAEBAC;ACDEACEBDCDAADEBACDAECDCEABBCADEACCDDCADACDBE;ACBAACBDDECDADAACADBAEECCDADCDECABCBBEBDAEAED;ECEDCBABAEBDBEABCECCABDEBBCADBDCABECBCEBEACCC;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;160;120;140;140;200;760;H;E;F;C;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,1006E+11;2023;12;M;2;1;1;1;15;1;;0;;;;;;;;2313500;Trairi;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;F;F;D;C;3;B;A;B;B;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;4;M;1;1;1;1;1;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;1223;1194;1203;1213;588.4;618.8;614.9;694.4;CEDACCAECACBBEBEDBAAEECAEDCABBBEDDEBCCCDBECCE;ABCDCBDDCDAEACEEDABDDDEADDBEBCEBCEEADCBCDAAAE;BDBBAAAEDBBEAECAAADCAEBBABCBEDCDADEDBBEDDAEDB;ECDCEECBDBAACCCCAABADDDBBDAEAEABACDDECABDEACE;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;120;120;120;120;60;540;F;F;D;D;3;E;A;C;C;B;A;B;B;B;A;B;A;B;C;B;A;D;A;C;B
2,10058E+11;2023;3;F;1;1;1;2;0;2;1;0;4202404;Blumenau;42;SC;2;1;1;4202404;Blumenau;42;SC;1;1;1;1;1222;1191;1201;1212;501.8;563.1;553.8;540.7;EBCCEDAEEBBABEBAADEEEBEACBBABDEBDBEEEDBCECDBA;BCBDEDACCBCEABDECEDAABCDDCDADCDACCBABEDEEAADB;BCDABCEBABBACDBABADEACAECBACBAEADDAADABBBEAAD;DCCCBCEBCBABBEDEEBBDDDDBBBCCDEABDCCCDBACDDDEB;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;120;180;120;140;140;700;F;E;D;B;3;G;A;C;D;B;A;B;B;B;B;B;A;B;C;A;A;D;A;B;B
2,1006E+11;2023;2;F;1;2;1;2;0;2;1;0;;;;;;;;3552205;Sorocaba;35;SP;1;1;1;1;1224;1192;1202;1214;524;617.7;560.9;526.6;ADBECCBAADBEEDCDBEEBCBCBEABACDBBDADADCAEDBCAE;DAAADECDCDEADABCDEEADECDBECABAACDCDAECBDAABCD;BDBADCDEAEDDAABDACBACDEDAEAECBBECBACACADEABAC;ECBAABDDDEAACEBCCBBADCEAECABCCDCCDBAECDEBAAEC;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;120;160;120;140;80;620;D;D;C;B;4;D;A;B;D;C;A;B;A;B;A;B;A;A;C;B;A;D;A;B;B
2,10058E+11;2023;13;M;1;3;1;1;17;1;;0;;;;;;;;2211001;Teresina;22;PI;1;1;1;1;1221;1193;1204;1211;490.6;530.9;543.3;397.7;DBEECBECBECECDDCADCACECBDCCDDACCDDEDBEBAACEBC;CBEEACCACCBAEDEADEEAECDEEBCADADDBAACDBBDADAEA;DCBAABCBDECDEAAAEADBBDEECDACAEEAAEEBBECBABABC;BCBCCDADDECCBCBADEEDBBDBDDBADCADDDCCDECCBBBDB;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;120;120;120;120;160;640;D;E;A;B;5;C;A;C;C;A;D;B;A;B;A;B;B;A;C;A;A;E;A;C;B
2,10059E+11;2023;11;M;1;1;1;1;11;1;;0;;;;;;;;3129806;Ibirité;31;MG;1;1;1;1;1221;1193;1204;1211;462.3;555.5;521.6;540;DBDEEBEDCDBCDEEBEACCAADBEBDBBAEDBDEBBCBBCCDAB;ABEDECAABCBABDBABCDABCDCBBBACAACBECCCDBDBCDCE;ACCDBBBADEADBDACCACBDABCADCCCEECABABBEBAACABD;BCCCACBABACACBCACEAEAACCAADDEABCCBBBCCECDACCC;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;80;40;40;100;40;300;B;C;C;B;3;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;B;A;B;B
2,10061E+11;2023;14;F;1;3;1;1;17;1;;0;;;;;;;;2800308;Aracaju;28;SE;1;0;0;1;1223;;;1213;466;;;415.9;BDCAACDDBABBEDDEAAACDBACDCBBAEBCDBCECCBABEEBC;;;EAEBBDDECEECCCCDAECDDBAEBCCDDDCABEAACBDBBBBCA;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;;;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;;;;;;;;A;B;C;B;4;A;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
2,10058E+11;2023;8;M;1;2;1;1;5;1;;0;;;;;;;;3136702;Juiz de Fora;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;B;B;4;B;B;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;4;F;1;2;1;1;3;1;;0;;;;;;;;1504208;Marabá;15;PA;1;1;1;1;1224;1192;1202;1214;411.5;544;455.9;406.3;CEBDCABDAABACEEBDDCEADBBBCDADCCECEDCAECADEDEE;DCADDEBDCDBCDABCDDCAEBADABADAEDEACDCACADAADCD;AECDACBEADDBADEBACECBDECACDECBEBABEBBAADCBEAA;DAACDEDEADDCAEECDBEAEBDDAACEADCEAEBCADCEBCACB;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;120;140;160;140;160;720;E;E;F;B;2;B;A;B;C;A;B;B;A;B;A;A;A;A;B;B;A;C;A;A;B
2,10059E+11;2023;4;M;1;3;1;1;2;1;;0;;;;;;;;2408102;Natal;24;RN;1;1;1;1;1221;1193;1204;1211;626.8;390.7;497.2;723;DBECBDAADEDCBCEADECCEADAEDDCDEEEDBCCECEDAEEEC;AAAEAEDADDDAADEAAAADDEABCABACBAABCABCCDBCDCBB;AABBCDABDCDEAAECCBEBADBBAAAACEEDAADBBECAAEAED;ACCCEBBEABEDEEABCEBDABCDADDEDCCADDCCECEBAACCD;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;100;120;100;100;180;600;E;B;C;C;3;D;A;C;C;A;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B
2,1006E+11;2023;4;F;1;2;1;1;2;1;;0;;;;;;;;3301702;Duque de Caxias;33;RJ;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;D;C;B;3;B;A;B;B;A;A;B;B;A;A;A;A;A;A;A;A;C;A;A;B
2,10061E+11;2023;5;F;1;0;1;1;1;1;;0;;;;;;;;3201506;Colatina;32;ES;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;G;E;D;D;4;J;A;D;D;B;B;B;B;B;B;A;A;A;C;A;B;E;B;D;B
2,10061E+11;2023;7;M;1;3;1;1;5;1;;0;;;;;;;;2111300;São Luís;21;MA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;E;F;D;3;C;A;C;D;A;A;B;B;B;A;A;A;A;B;A;A;D;A;B;B
2,10061E+11;2023;3;F;1;3;1;2;0;2;1;0;;;;;;;;3136702;Juiz de Fora;31;MG;1;1;1;1;1221;1193;1204;1211;414.2;494.2;536.7;493.5;EDABBDECDACDDBDEDABEACBBAECDAEACEADEACABAECAB;ACABEEBABCECBDEABEAACEDBDBCACDBAEBACEEDDACEBE;EDADCBEDCEADCDACCABEADCECCADABEAAECEBEBBACAED;CDBCDCBEDBACDBDEAEBDADEDABADDCBABEBDEBEBACBDC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;120;120;120;120;40;520;D;D;B;C;4;B;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;5;M;1;1;1;1;2;1;;0;;;;;;;;3303203;Nilópolis;33;RJ;1;1;1;1;1224;1192;1202;1214;500.6;611.4;613.7;619.5;CDEAAABCAEBEBEBEAAABABCDBCACDEABDAADBBBCDEBBE;DBAADEADCBCABABAACEBDCCBDECACAECECDADCBCAABCE;BEBDACBEAEDBACBBACAACACCAEABCBBEBBBCADCDCADAE;CACACDDEAEDBCEDCACBCBAECBCECCCCCEDDEBEACBADAB;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;120;200;120;140;160;740;E;B;B;F;4;B;A;C;C;A;A;B;A;B;A;A;A;A;B;A;B;D;A;B;B
2,10059E+11;2023;5;F;1;3;1;1;2;1;;0;;;;;;;;3204104;Pinheiros;32;ES;1;1;1;1;1223;1194;1203;1213;441.6;496.1;428;661.1;CAEDCDBEBDAABEDCAEBDBCEEACBACDECADACBCDCBAEAB;ABADCACEBEABDCEABECADCCEAEDBAADABEBDCCDCDADEE;DBAAEEABBCBEACEBDCEEABCABCDDADACECBEAEBBECCBA;DBDCEECAADDECCCCAABBDDBBCCEEAEBCACDCECAECADEB;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;120;140;120;140;160;680;E;E;D;D;5;E;A;C;C;B;B;B;D;B;A;B;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;3;F;1;1;1;2;0;2;1;0;3529401;Mauá;35;SP;2;1;1;3529401;Mauá;35;SP;0;1;1;0;;1193;1204;;;327.5;577.5;;;AADAAAACCBAADAAAEEABBEEBBBBBCABBAAAABEDAADAAA;ABABCABBCECDCDAADADBADCCCEAECDEE*EABBCBBADAED;;0;;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;;1;100;140;120;100;100;560;B;D;B;B;4;B;A;B;C;B;A;B;B;B;A;B;A;A;C;A;B;E;A;A;B
2,1006E+11;2023;6;F;1;1;1;1;3;1;;0;;;;;;;;2910602;Esplanada;29;BA;1;1;1;1;1223;1194;1203;1213;551.3;618.6;562.4;633.3;CBDAEEAAEABABEBDCBADCCCDAEEBBBCEDEDBDCDDBEBCA;ABCDCBDADDAEACAEDAAADAEABBBEBAABEEDEBADCBAADE;EDBBAAABBCEEAACABBEBAECBDCEAEDEDAECDBAEDEACCC;EEDAECEABDABCCCCACBACECADDEECCCECBACBCDDADCAE;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;160;200;180;200;200;940;E;E;D;A;2;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;B
2,1006E+11;2023;4;F;1;3;1;2;0;2;1;0;2304400;Fortaleza;23;CE;2;1;1;2304400;Fortaleza;23;CE;1;1;1;1;1221;1193;1204;1211;495.6;367.7;425.3;417.6;ABECEBDBEAAEAADAEBBECEABCAADCAEDDABECCAEABBEB;AABBCAACDEAABBDEAEAACDEAECDBDDBDACEEBBECAEAAB;DBDCABDCAADADAECEBEBABDCADACEDBAAABCEABEDCEAD;ABCAAADDBAECDAADDAAEBECEDEDAADDABDEDAEEBADAEA;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;60;100;80;40;0;280;D;D;B;B;4;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;8;M;1;5;1;1;5;1;;0;;;;;;;;2704302;Maceió;27;AL;1;1;1;1;1224;1192;1202;1214;433.6;486.5;469.7;410.6;EDBABACDAEBCBEADCACEEBDCBAEDAEDACBABABAACBACA;DDBAEEBACDACACAACAABEDCADAEABAABCCABABCA.ABCA;BDAECDBEABCACDDBABBCBAABAAAACABACACABABABADAA;DEADEADABACADACBADACABACACEACAABADACACBEBACBC;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;60;80;40;60;0;240;B;C;C;C;3;B;A;B;C;B;B;B;B;A;A;B;A;A;B;A;A;B;A;B;B
2,10059E+11;2023;7;M;1;3;1;1;2;1;;0;;;;;;;;2905701;Camaçari;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;D;C;B;3;B;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;8;M;1;2;1;1;4;1;;0;;;;;;;;2807105;Simão Dias;28;SE;1;1;1;1;1224;1192;1202;1214;525.5;579.3;517.8;618.6;AEBDCABCBEBEECBEABEDBCCADDBBCCBBDCCDBBEADAAEE;DEAADEADCDEEBABADABBEEAAACCDBACADCDADBBDAAECD;BCBDACAEAEDCAADDACDEAACEAAABBCDCADAECBABCDAAC;EDEABDDEEEDAABDADECAECBCEDACCDBCAEBDCEACBCCCB;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;120;80;80;100;40;420;H;H;B;B;3;A;B;C;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;A
2,10061E+11;2023;3;M;1;1;1;2;0;2;1;0;2200202;Água Branca;22;PI;2;1;1;2200202;Água Branca;22;PI;1;1;1;1;1223;1194;1203;1213;380.3;437.5;495.8;454.5;AEACDACBADBCCDBDBCDADAACBBDBDACBECDDAAADACDAB;ABCDDACBCEAABADDBABBEABDADCACDEADBCBCDEEAADAE;BCBBBDAEBEBDADCACDCEDABBAECDEBBABDDBBDDCDCBDD;ECECEACBDDECBCCDBCCCCBBADCDBCECCAABCBBCCDCCCA;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;100;120;100;80;20;420;D;E;A;A;5;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,1006E+11;2023;5;F;1;1;1;1;0;1;;0;;;;;;;;2609600;Olinda;26;PE;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;F;E;D;B;3;E;A;C;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10059E+11;2023;4;M;1;2;1;1;1;1;;0;;;;;;;;1600303;Macapá;16;AP;1;1;1;1;1224;1192;1202;1214;539.4;551.7;570.4;420.7;EBCCABCDCDBECBEECBABAEDAEAADECBCAEECABBDCCCBE;DCAEDEEDCBDABADEECEBACEBBDBDCDACDCDAECBDADABD;ABADACBEEEDCACBEACBBEACBACABCCBBDBBDBDDDBDDEC;CEBBDEDEEBDECDBADACABAEADBCABCECADEDBCABCEADE;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;120;140;140;120;40;560;D;E;B;D;3;B;A;B;D;A;A;B;A;B;B;A;A;A;B;A;A;D;A;B;B
2,1006E+11;2023;12;M;1;3;1;1;14;1;;0;;;;;;;;1302603;Manaus;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;D;F;3;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,10058E+11;2023;2;F;1;3;1;2;0;2;1;0;1302603;Manaus;13;AM;2;1;1;1302603;Manaus;13;AM;1;1;1;1;1222;1191;1201;1212;423.4;473.2;449.7;349;EEDADBEEDECBCEEADCCECDACCCACCCDDEBDDBAABABCAA;ADCEEAAEAEDDAADCDBDBAEDDEDBBBCCBCCEEEAACCCADE;BEDBACABDBABBDBCBEAAAEAECABAAAADDAAEECABBAAAE;BDCECDCAAEEBAAEDAACCCDCEBCACDEBBBECCDCECDEACD;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;80;120;100;100;100;500;E;E;C;F;3;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;B;A
2,1006E+11;2023;6;F;1;3;1;1;4;1;;0;;;;;;;;2930154;Serra do Ramalho;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;A;A;6;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;E;A;A;B
